SPM,Relation,Target_Protein,Evidence,PMID
Lipoxin B(4),downregulates,p-PI3K,LXB4 treatment downregulated the expression of CD74 and phospho-phosphoinositide 3-kinases (p-PI3K) in the optic nerve.,38562864
Lipoxin A4,downregulates,NLRP3,LXA4 inhibited MSU-crystal-induced NLRP3 inflammasome activation.,36569930
Lipoxin A4,downregulates,NLRP3,"LXA4 suppressed the assembly of the NLRP3 inflammasome, including oligomerization and speck formation of ASC, and ASC-NLRP3 interaction.",36569930
Lipoxin A4,downregulates,Nrf2,LXA4 suppressed Nrf2 activation.,36569930
Lipoxin A4,downregulates,Klf9,LXA4 depressed Klf9 expression.,36569930
Lipoxin A4,downregulates,TXNRD2,LXA4 increased TXNRD2 expression.,36569930
Lipoxin B(4),binds,FPR2/ALX,FPR2/ALX and DRV1/GPR32 were expressed by gingival keratinocytes in situ.,35808844
Lipoxin B(4),binds,DRV1/GPR32,FPR2/ALX and DRV1/GPR32 were expressed by gingival keratinocytes in situ.,35808844
Lipoxin B(4),binds,FPR2/ALX,"FPR2/ALX was detected on the cell surface, whereas FPR2/ALX and DRV1/GPR32 were detected intracellularly.",35808844
Lipoxin B(4),binds,DRV1/GPR32,FPR2/ALX and DRV1/GPR32 were detected intracellularly.,35808844
Lipoxin B(4),binds,FPR2/ALX,"Exposure to RvD1n-3 DPA induced intracellular calcium mobilization, FPR2/ALX internalization, DRV1/GPR32 translocation to the nucleus, and significantly increased expression of genes coding for beta-defensin 1, beta-defensin 2, and cathelicidin.",35808844
Resolvin D2,modulates,vascular smooth muscle cell dedifferentiation,"Measures of vascular smooth muscle cell dedifferentiation correlated with the level of vascular remodeling, indicating that this dedifferentiation, including increased proliferation and migration, is a contributing factor.",39305571
Resolvin D1,modulates,pulmonary and neurological inflammation,Animals exposed to DE and treated with AT-RvD1 displayed reduced lung pathology severity and gliosis.,39776904
Maresin1,binds,TLR4,Maresin1 improves postoperative delirium-like behavior in mice with tibial fractures by inhibiting the TLR4/MyD88/NF-kB pathway.,40714530
Maresin1,binds,LGR6,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Maresin1,modulates,PGE2,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Resolvin D5,modulates,PGE2,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Maresin1,modulates,COX-2,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Maresin1,binds,15-LOX-1,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Maresin1,binds,15-LOX-2,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Maresin1,binds,12-LOX,Upregulation of the maresin pathway and PGE(2) metabolism in the failing human left ventricle.,40516692
Lipoxin B4,binds,5-LOX,Dysregulation of neuroprotective lipoxin pathway in astrocytes in response to cytokines and ocular hypertension.,38610040
Lipoxin B4,binds,15-LOX,Dysregulation of neuroprotective lipoxin pathway in astrocytes in response to cytokines and ocular hypertension.,38610040
Lipoxin B4,binds,LXA4,Dysregulation of neuroprotective lipoxin pathway in astrocytes in response to cytokines and ocular hypertension.,38610040
Resolvin D1,modulates,host response to bacterial infections,"Lipid mediator metabolomics confirmed that the trypomastigotes of T. cruzi produced RvD1, RvD5, and RvE2, which have been demonstrated to modulate the host response to bacterial infections.",29358332
Resolvin E2,downregulates,leukocyte G-protein-coupled receptors,RvE2 (1-10 nM) carries potent leukocyte-directed actions that include: 1) regulating chemotaxis of human neutrophils; and 2) enhancing phagocytosis and anti-inflammatory cytokine production.,22450811
Resolvin E2,downregulates,surface expression of human leukocyte integrins,RvE2 rapidly downregulated surface expression of human leukocyte integrins in whole blood and dampened responses to platelet-activating factor.,22450811
Resolvin E1,downregulates,LTB4-induced [Ca2+]i increase,Treatment with RvE1 or RvD1 for 30 minutes significantly blocked the LTB4-induced [Ca2+]i increase.,32561135
Resolvin E1,downregulates,LTB4-induced high-molecular-weight glycoprotein secretion,"RvE1, but not RvD1, counterregulated the LTB4-induced high-molecular-weight glycoprotein secretion.",32561135
Resolvin E1,downregulates,TRPV1 currents,"MaR1 dose-dependently attenuated the mechanical allodynia and thermal hyperalgesia induced by nerve injury. Consistent with the analgesic effect, MaR1 inhibited capsaicin-elicited TRPV1 currents.",35109876
Resolvin E1,downregulates,spinal microglia and astrocytes,"Consistent with the analgesic effect, MaR1 repressed the nerve injury-induced activation of spinal microglia and astrocytes.",35109876
Resolvin E1,downregulates,proinflammatory cytokines,MaR1 reduced the production of proinflammatory cytokines in the spinal cord dorsal horn in PNI mice.,35109876
Resolvin E1,downregulates,neutrophil azurophilic degranulation,"LXA4, 15-epi-LXA4, and their stable analogs potently (IC50 < 1 nM) and selectively downregulated neutrophil release of azurophilic granule contents but did not affect other neutrophil secretory functions.",10199831
Resolvin D1,downregulates,LTB4-induced [Ca2+]i increase,Treatment with RvE1 or RvD1 for 30 minutes significantly blocked the LTB4-induced [Ca2+]i increase.,32561135
Resolvin D1,downregulates,LTB4-induced [Ca2+]i increase,The actions of RvD1 were reversed by an RvD1 receptor inhibitor.,32561135
Resolvin D1,downregulates,proinflammatory cytokines,TRAM-deficient neutrophils can potently improve vascular integrity and suppress atherosclerosis pathogenesis when adoptively transfused into recipient atherosclerotic animals.,38883832
Lipoxin A4,downregulates,neutrophil azurophilic degranulation,"LXA4, 15-epi-LXA4, and their stable analogs potently (IC50 < 1 nM) and selectively downregulated neutrophil release of azurophilic granule contents but did not affect other neutrophil secretory functions.",10199831
Anandamide,modulates,SPM enzymes,AEA treatment also modulated the gene expression of SPM enzymes involved in both the formation and further metabolism of SPM such as 5-lipoxygenase and 15-Prostaglandin dehydrogenase,38801406
Anandamide,modulates,Resolvin (Rv)D1,"Using lipid mediator profiling, we also observed that AEA modulates SPM profiles in these cells, including levels of resolvin (Rv)D1, RvD6, maresin (MaR)2, and RvE1 in a CB2-dependent manner",38801406
Anandamide,modulates,Maresin (MaR)2,"Using lipid mediator profiling, we also observed that AEA modulates SPM profiles in these cells, including levels of resolvin (Rv)D1, RvD6, maresin (MaR)2, and RvE1 in a CB2-dependent manner",38801406
Anandamide,modulates,RvE1,"Using lipid mediator profiling, we also observed that AEA modulates SPM profiles in these cells, including levels of resolvin (Rv)D1, RvD6, maresin (MaR)2, and RvE1 in a CB2-dependent manner",38801406
Lipoxin A4,binds,ALX,ALX is an important target of LXA4 in synovial tissues of patients with RA.,17918787
Lipoxin A4,modulates,15-LOX,15-LOX induced by IL-13 might regulate the production of LXA4 to have an antiinflammatory effect against proinflammatory lipid mediators in inflamed joints.,17918787
Lipoxin A4,modulates,IL-13,15-LOX induced by IL-13 might regulate the production of LXA4 to have an antiinflammatory effect against proinflammatory lipid mediators in inflamed joints.,17918787
Lipoxin A4,modulates,PGC-1α/Nrf2/TFAM,Lipoxin A4 attenuated dexamethasone-induced muscle atrophy via activation of PGC-1α/Nrf2/TFAM pathway.,36125698
Resolvin E1,upregulates,none,"n-3 FA supplementation in patients with CKD leads to increased neutrophil release of LTB5 and several SPM, as well as a reduction in plasma MPO that may have important implications for limiting chronic inflammation.",29577973
Resolvin E2,upregulates,none,"n-3 FA supplementation in patients with CKD leads to increased neutrophil release of LTB5 and several SPM, as well as a reduction in plasma MPO that may have important implications for limiting chronic inflammation.",29577973
Resolvin E3,upregulates,none,"n-3 FA supplementation in patients with CKD leads to increased neutrophil release of LTB5 and several SPM, as well as a reduction in plasma MPO that may have important implications for limiting chronic inflammation.",29577973
Resolvin D5,upregulates,none,"n-3 FA supplementation in patients with CKD leads to increased neutrophil release of LTB5 and several SPM, as well as a reduction in plasma MPO that may have important implications for limiting chronic inflammation.",29577973
Resolvin D5,upregulates,none,"n-3 FA supplementation in patients with CKD leads to increased neutrophil release of LTB5 and several SPM, as well as a reduction in plasma MPO that may have important implications for limiting chronic inflammation.",29577973
Resolvin E1,upregulates,none,Enteral nutrition ameliorates the symptoms of Crohn's disease in mice via activating special pro-resolving mediators through innate lymphoid cells.,34791916
Resolvin D1,upregulates,none,Enteral nutrition ameliorates the symptoms of Crohn's disease in mice via activating special pro-resolving mediators through innate lymphoid cells.,34791916
Resolvin D2,upregulates,none,Human milk contains nutrients and bioactive products relevant to infant development and immunological protection.,26462421
Maresin 1,upregulates,none,Human milk contains nutrients and bioactive products relevant to infant development and immunological protection.,26462421
Protectin D1,upregulates,none,Human milk contains nutrients and bioactive products relevant to infant development and immunological protection.,26462421
Lipoxin A4,binds,high affinity lipoxin A4 receptor,Lipoxin A4 triggers selective responses with human neutrophils that are pertussis toxin sensitive and binds to high affinity receptors (Kd = 0.5 +/- 0.3 nM) that are modulated by stable analogues of guanosine 5'-triphosphate (GTP).,8006586
Lipoxin A4,binds,high affinity lipoxin A4 receptor,Lipoxin A4 triggers selective responses with human neutrophils that are pertussis toxin sensitive and binds to high affinity receptors (Kd = 0.5 +/- 0.3 nM) that are modulated by stable analogues of guanosine 5'-triphosphate (GTP).,8006586
17(R)-Resolvin D1,modulates,NF-κB p65,We then examined the effect of 17(R)-resolvin D1 administration on H/R-activated profibrotic and proangiogenic pathways.,39928855
17(R)-Resolvin D1,modulates,miRNAome,"In SS mice, we found that 17R-RvD1 (1) modulates miRNAome;",39928855
Resolvin D1,downregulates,diabetes history,RvD1 was inversely correlated with diabetes history (P = 0.002),39028494
Resolvin D1,downregulates,cardiac troponin T (TnT),RvD1 was inversely correlated with cardiac troponin T (TnT) (P = 0.029),39028494
Resolvin D1,downregulates,high sensitivity C-reactive protein (hsCRP),RvD1 was inversely correlated with high sensitivity C-reactive protein (hsCRP) (P < 0.001),39028494
Resolvin D1,downregulates,MACE,RvD1 was reduced in hemodialysis patients with MACE versus those without MACE (P = 0.004),39028494
Resolvin D1,upregulates,CD8+ T cells,"CD8+ T cell depletion in females abrogated the resistance to HNSCC in females, establishing CD8+ T cells as key mediators of sex-dependent antitumor immunity",41818928
Resolvin D1,downregulates,IL-6 and IL-1β,RvD1 significantly down-regulated the IL-6 and IL-1β levels in LPS-stimulated hPDLCs,41463049
ALOX15B,downregulates,TAP1/MHC-I,"Mechanistically, ALOX15B deficiency led to upregulation of COX-2/PGE2 signaling and downregulation of the TAP1/MHC-I antigen presentation axis.",41527135
Maresin-1,binds,JAK1,Expression of JAK1 and STAT3 genes was assessed in striatum.,39576344
Maresin-1,binds,STAT3,Expression of JAK1 and STAT3 genes was assessed in striatum.,39576344
Maresin-1,binds,JAK/STAT,MaR1 mechanisms of action may involve modulation of pathways such as JAK/STAT.,39576344
Resolvin E1,binds,ChemR23,Aortic ChemR23 expression was increased in Ang II-induced hypertensive mice.,37800344
Resolvin E1,binds,AMPKα,RvE1 inhibited Ccl5 expression in VSMCs via the AMPKα/Nrf2/canonical NF-κB pathway.,37800344
Resolvin E1,binds,Nrf2,RvE1 inhibited Ccl5 expression in VSMCs via the AMPKα/Nrf2/canonical NF-κB pathway.,37800344
Resolvin E1,binds,canonical NF-κB,RvE1 inhibited Ccl5 expression in VSMCs via the AMPKα/Nrf2/canonical NF-κB pathway.,37800344
Resolvin E1,binds,VSMCs,"RvE1 lowered blood pressure, reduced aortic media thickness, attenuated aortic fibrosis, and mitigated VSMC phenotypic transformation and proliferation in hypertensive mice.",37800344
Resolvin E1,binds,Ccl5,RvE1 inhibited Ccl5 expression in VSMCs via the AMPKα/Nrf2/canonical NF-κB pathway.,37800344
Resolvin E1,binds,AMPKα/Nrf2,RvE1 inhibited Ccl5 expression in VSMCs via the AMPKα/Nrf2/canonical NF-κB pathway.,37800344
Resolvin E1,binds,VSMC phenotypic transformation,"RvE1 lowered blood pressure, reduced aortic media thickness, attenuated aortic fibrosis, and mitigated VSMC phenotypic transformation and proliferation in hypertensive mice.",37800344
Resolvin E1,binds,VSMC proliferation,"RvE1 lowered blood pressure, reduced aortic media thickness, attenuated aortic fibrosis, and mitigated VSMC phenotypic transformation and proliferation in hypertensive mice.",37800344
Resolvin E1,binds,VSMC phenotypic transformation and proliferation,"RvE1 lowered blood pressure, reduced aortic media thickness, attenuated aortic fibrosis, and mitigated VSMC phenotypic transformation and proliferation in hypertensive mice.",37800344
Resolvin E1,binds,VSMC proliferation and phenotypic transformation,"RvE1 lowered blood pressure, reduced aortic media thickness, attenuated aortic fibrosis, and mitigated VSMC phenotypic transformation and proliferation in hypertensive mice.",37800344
lipoxin A4,binds,ALX,LXA4 administration inhibited renal inflammation and tubular epithelial cell senescence after CLP.,33936050
lipoxin A4,modulates,PPAR-γ,"However, the effect was reversed by PPAR-γ siRNA and antagonist.",33936050
lipoxin A4,downregulates,NF-κB,LXA4 inhibited NF-κB-mediated inflammatory response,33936050
lipoxin A4,downregulates,p53/p21,LXA4 inhibited the p53/p21 senescence pathway in vivo and in vitro.,33936050
lipoxin A4,upregulates,GPX4,PCTR1 treatment increased GSH and GPX4 levels,37121999
lipoxin A4,downregulates,PTGS2,PCTR1 treatment decreased PTGS2 and lipid reactive oxygen species (ROS) contents,37121999
lipoxin A4,binds,ALX,"Mechanistically, inhibition of the PCTR1 receptor lipoxin A4 (ALX),",37121999
lipoxin A4,modulates,PKA,protein kinase A (PKA) and transcription factor cAMP-response element binding protein (CREB) partly decreased PCTR1 upregulated GPX4 expression,37121999
lipoxin A4,modulates,CREB,protein kinase A (PKA) and transcription factor cAMP-response element binding protein (CREB) partly decreased PCTR1 upregulated GPX4 expression,37121999
lipoxin A4,downregulates,NF-κB,LXA4 inhibited NF-κB-mediated inflammatory response,33936050
lipoxin A4,downregulates,p53/p21,LXA4 inhibited the p53/p21 senescence pathway in vivo and in vitro.,33936050
lipoxin A4,upregulates,GPX4,PCTR1 treatment increased GSH and GPX4 levels,37121999
lipoxin A4,downregulates,PTGS2,PCTR1 treatment decreased PTGS2 and lipid reactive oxygen species (ROS) contents,37121999
lipoxin A4,binds,ALX,"Mechanistically, inhibition of the PCTR1 receptor lipoxin A4 (ALX),",37121999
lipoxin A4,modulates,PKA,protein kinase A (PKA) and transcription factor cAMP-response element binding protein (CREB) partly decreased PCTR1 upregulated GPX4 expression,37121999
lipoxin A4,modulates,CREB,protein kinase A (PKA) and transcription factor cAMP-response element binding protein (CREB) partly decreased PCTR1 upregulated GPX4 expression,37121999
LipoxinA4,upregulates,EGR2,"EGR2 is an epigenomic regulator and likely direct proximal transcriptional activator in AMs using epigenomic approaches (RNA sequencing, ATAC sequencing, and CUT&RUN).",39042472
LipoxinA4,downregulates,MUC5AC,"IL-4 increased MUC5AC and 5B gene and protein expression. LXA4 suppressed IL-4-induced MUC5AC and 5B gene and protein expression by interacting with the IL4 receptor and mitogen-activated protein kinase (MAPK) pathway, including both phospho-p38 MAPK and phospho-extracellular signal-regulated kinase (phospho-ERK).",36860679
Resolvin D2,upregulates,anti-inflammatory microglia,RvD2 treatment suppressed pro-inflammatory phenotype but promoted anti-inflammatory differentiation in microglia.,37858697
Resolvin D2,modulates,autophagy flux,RvD2 treatment inhibited the upregulated expression level of miR-155 which was caused by NF-κB activation and then recovered the autophagy flux via targeting PTEN.,37858697
Resolvin D2,upregulates,RvE1,"Our findings demonstrated that EGR2 is a key proximal transcriptional activator and epigenomic bookmark in AMs responsible for select, distinct components of cell identity and a protective transcriptional and epigenomic program against fungi.",39042472
Resolvin D2,downregulates,IL-1β,RvD2 incorporated PCLHAp/MTA membranes demonstrated reduced IL-1β and TNF-α production.,40542955
Resolvin D2,downregulates,TNF-α,RvD2 incorporated PCLHAp/MTA membranes demonstrated reduced IL-1β and TNF-α production.,40542955
Resolvin D2,upregulates,anti-inflammatory microglia,RvD2 treatment could recover the autophagy flux via suppressing NF-κB-modulated miR-155 expression to activate anti-inflammatory microglia and then inhibit the inflammatory response and even mitigate neuropathic pain following SCI.,37858697
Resolvin D2,modulates,autophagy flux,RvD2 treatment inhibited the upregulated expression level of miR-155 which was caused by NF-κB activation and then recovered the autophagy flux via targeting PTEN.,37858697
Resolvin D2,upregulates,RvE1,"Our findings demonstrated that EGR2 is a key proximal transcriptional activator and epigenomic bookmark in AMs responsible for select, distinct components of cell identity and a protective transcriptional and epigenomic program against fungi.",39042472
Resolvin D2,downregulates,IL-1β,RvD2 incorporated PCLHAp/MTA membranes demonstrated reduced IL-1β and TNF-α production.,40542955
Resolvin D2,downregulates,TNF-α,RvD2 incorporated PCLHAp/MTA membranes demonstrated reduced IL-1β and TNF-α production.,40542955
Resolvin D2,upregulates,anti-inflammatory microglia,RvD2 treatment could recover the autophagy flux via suppressing NF-κB-modulated miR-155 expression to activate anti-inflammatory microglia and then inhibit the inflammatory response and even mitigate neuropathic pain following SCI.,37858697
Resolvin D2,downregulates,IL-17,"Strikingly, RvD2 treatment suppresses spinal IL-17 overexpression, chemokine CXCL1 release and astrocyte activation in mice undergoing sciatic nerve trauma and bone cancer.",36672133
Resolvin D2,downregulates,CXCL1,"Strikingly, RvD2 treatment suppresses spinal IL-17 overexpression, chemokine CXCL1 release and astrocyte activation in mice undergoing sciatic nerve trauma and bone cancer.",36672133
Resolvin D2,downregulates,Astrocyte,"Strikingly, RvD2 treatment suppresses spinal IL-17 overexpression, chemokine CXCL1 release and astrocyte activation in mice undergoing sciatic nerve trauma and bone cancer.",36672133
Resolvin D2,downregulates,IL-17,"Pharmacological neutralization of IL-17 ameliorates chronic neuropathic pain and persistent bone cancer pain, as well as reducing spinal CXCL1 release.",36672133
Resolvin D2,downregulates,CXCL1,"Pharmacological neutralization of IL-17 ameliorates chronic neuropathic pain and persistent bone cancer pain, as well as reducing spinal CXCL1 release.",36672133
Resolvin D2,downregulates,Astrocyte,"Pharmacological neutralization of IL-17 ameliorates chronic neuropathic pain and persistent bone cancer pain, as well as reducing spinal CXCL1 release.",36672133
Resolvin D2,downregulates,IL-17,Recombinant IL-17-evoked acute pain behaviors and spinal CXCL1 release are mitigated after RvD2 administration.,36672133
Resolvin D2,downregulates,CXCL1,Recombinant IL-17-evoked acute pain behaviors and spinal CXCL1 release are mitigated after RvD2 administration.,36672133
Resolvin D2,downregulates,Astrocyte,Recombinant IL-17-evoked acute pain behaviors and spinal CXCL1 release are mitigated after RvD2 administration.,36672133
Resolvin D2,downregulates,IL-17,"In addition, RvD2 treatment dampens exogenous CXCL1-caused transient pain phenotypes.",36672133
Resolvin D2,downregulates,CXCL1,"In addition, RvD2 treatment dampens exogenous CXCL1-caused transient pain phenotypes.",36672133
Resolvin D2,downregulates,Astrocyte,"In addition, RvD2 treatment dampens exogenous CXCL1-caused transient pain phenotypes.",36672133
Resolvin D2,downregulates,IL-17,"Overall, these current findings identify that RvD2 therapy is effective against the initiation and persistence of long-lasting neuropathic pain and bone cancer pain, which may be through spinal down-modulation of IL-17 secretion, CXCL1 release and astrocyte activation.",36672133
Resolvin D2,upregulates,IL-10,These results and the increased IL-10 transcriptional levels after RvD2 treatment suggest that this mediator attenuated experimental colitis.,39562789
Resolvin D2,downregulates,TNFα,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D2,downregulates,IL22,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D2,downregulates,PLA2,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D2,downregulates,15-LOX,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D2,downregulates,5-LOX,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D2,downregulates,GPR18,"We found an increase in TNFα and IL22 expression and decreased levels of enzymes involved in RvD2 biosynthesis, such as PLA2, 15-LOX, 5-LOX, and its receptor GPR18 in experimental colitis.",39562789
Resolvin D1,downregulates,none,"Serum Resolvin D1 (RvD1) and Maresin 1 (MaR1) levels were significantly lower during migraine attacks compared with both the interictal period (p = 0.006 and p = 0.001, respectively) and healthy controls (p < 0.001).",41462993
Maresin 1,downregulates,none,"Serum Resolvin D1 (RvD1) and Maresin 1 (MaR1) levels were significantly lower during migraine attacks compared with both the interictal period (p = 0.006 and p = 0.001, respectively) and healthy controls (p < 0.001).",41462993
Resolvin E1,upregulates,ChemR23,RvE1 inhibited Mp migration by activating ChemR23 receptors.,28925017
Resolvin E1,downregulates,Ly6Chi Mos/Mps,Early treatment with RvE1 post-MI suppressed the infiltration of dominant Ly6Chi Mos/Mps,28925017
Resolvin E1,downregulates,Ly6Clow Mos/Mps,"Contrastingly, treatment with RvE1 1 week after MI decreased infiltration of Ly6Clow Mos/Mps",28925017
Resolvin E1,downregulates,pro-inflammatory cytokines,Early treatment with RvE1 post-MI suppressed the infiltration of dominant Ly6Chi Mos/Mps and secretion of pro-inflammatory cytokines in injured hearts,28925017
Resolvin E1,downregulates,pro-angiogenic factors,"Contrastingly, treatment with RvE1 1 week after MI decreased infiltration of Ly6Clow Mos/Mps and expression of pro-angiogenic factors in cardiac tissue",28925017
Resolvin E1,downregulates,neovascularization,Consequently reducing neovascularization in the peri-infarct zones,28925017
Resolvin D2,downregulates,pro-inflammatory macrophage polarization,RvD2 inhibited inflammatory responses and Ly6Chigh macrophage polarization during both early and late inflammatory stages involved in HF,39490925
Resolvin D2,downregulates,Ly6Chigh macrophage polarization,RvD2 inhibited inflammatory responses and Ly6Chigh macrophage polarization during both early and late inflammatory stages involved in HF,39490925
Resolvin D2,downregulates,inflammatory responses,RvD2 inhibited inflammatory responses and Ly6Chigh macrophage polarization during both early and late inflammatory stages involved in HF,39490925
Resolvin D1,upregulates,microglial phagocytosis,"RvD1 promotes the phagocytosis of neutrophils by microglia, thereby reducing neutrophil accumulation in the brain and alleviating neuroinflammation in the ischemic brain",37285269
Resolvin D1,upregulates,energy metabolism,"RvD1 reprograms energy metabolism from glycolysis to oxidative phosphorylation (OXPHOS), providing sufficient energy for microglial phagocytosis",37285269
Resolvin D1,upregulates,ATP production,RvD1 enhances microglial glutamine uptake and stimulates glutaminolysis to support OXPHOS to boost ATP production depending on adenosine 5'-monophosphate (AMP)-activated protein kinase (AMPK) activation,37285269
Resolvin D1,upregulates,AMPK activation,RvD1 enhances microglial glutamine uptake and stimulates glutaminolysis to support OXPHOS to boost ATP production depending on adenosine 5'-monophosphate (AMP)-activated protein kinase (AMPK) activation,37285269
Resolvin D1,upregulates,glutaminolysis,RvD1 enhances microglial glutamine uptake and stimulates glutaminolysis to support OXPHOS to boost ATP production depending on adenosine 5'-monophosphate (AMP)-activated protein kinase (AMPK) activation,37285269
Maresin 1,upregulates,"granzyme B, perforin1","RNA sequencing of tumor issue demonstrated that pflB up-regulated granzyme B, perforin1 and CTL/NK-associated transcripts, and activated the intrinsic apoptotic pathway.",41840625
Maresin 1,binds,LGR6,"The receptor for MaR1, leucine-rich repeat-containing G protein-coupled receptor 6 (LGR6), was constitutively expressed on Tregs.",36595677
Maresin 1,upregulates,IFN-β,MaR1 also promoted interferon-β production in mouse lung tissues and also in pediatric lung slices.,36595677
Maresin 1,upregulates,IFN-γ⁺ CD8⁺ cytotoxic T lymphocytes (CTLs),"Isolated B.breEVs selectively accumulated within tumor tissue, directly triggered apoptosis of colorectal cancer cells, and elevated the proportion of IFN-γ⁺ CD8⁺ cytotoxic T lymphocytes (CTLs) in tumor while concurrently ameliorating gut microbial structure and function.",41840625
Maresin 1,upregulates,CTL/NK-associated transcripts,"RNA sequencing of tumor issue demonstrated that pflB up-regulated granzyme B, perforin1 and CTL/NK-associated transcripts, and activated the intrinsic apoptotic pathway.",41840625
Maresin 1,upregulates,amphiregulin,"In addition, MaR1 increased amphiregulin production and decreased RSV viral transcripts to promote resolution.",36595677
Maresin 1,downregulates,IL-13,inlerleukin-13 production from type 2 innate lymphoid cells (ILC) and CD4 T helper type 2 cells was decreased by exogenous MaR1.,36595677
Maresin 1,upregulates,interferon-β,MaR1 also promoted interferon-β production in mouse lung tissues and also in pediatric lung slices.,36595677
Maresin 1,upregulates,granzyme B,"RNA sequencing of tumor issue demonstrated that pflB up-regulated granzyme B, perforin1 and CTL/NK-associated transcripts, and activated the intrinsic apoptotic pathway.",41840625
Lipoxin A4,modulates,Nrf2,"LXA4 improved antioxidant parameters [reduced glutathione (GSH) and 2,2-azino-bis 3-ethylbenzothiazoline-6-sulfonate (ABTS) levels, nuclear factor erythroid 2-related factor 2 (Nrf2) mRNA and Nrf2 protein expression], reducing reactive oxygen species (ROS) fluorescent detection induced by TiO2 in synovial fluid leukocytes.",37388729
resolvin D1,upregulates,uncoupling protein 1 (UCP-1),LXA4 promoted intracellular accumulation of lipid droplets of induced cells and increased UCP-1 expression in a dose- or time-dependent manner.,34811702
resolvin D1,upregulates,brown adipogenesis,"Under the administration of LXA4, brown adipogenesis markers and lipogenic genes were further upregulated.",34811702
resolvin D1,upregulates,lipid droplets,LXA4 promoted intracellular accumulation of lipid droplets of induced cells and increased UCP-1 expression in a dose- or time-dependent manner.,34811702
resolvin D1,upregulates,brown adipogenesis,"Under the administration of LXA4, brown adipogenesis markers and lipogenic genes were further upregulated.",34811702
resolvin D1,upregulates,lipid droplets,LXA4 promoted intracellular accumulation of lipid droplets of induced cells and increased UCP-1 expression in a dose- or time-dependent manner.,34811702
Resolvin D1,upregulates,OPG,RvD1 rescued OPG expression,34040168
Resolvin D1,upregulates,"RUNX2, OSX, BSP, OC/BGLAP2","RvD1 increased the expression of RUNX2, OSX, BSP and OC/BGLAP2",34040168
Resolvin D1,downregulates,RANKL,RvD1 decreased RANKL/OPG ratio,34040168
Resolvin D1,upregulates,macrophage efferocytosis,upregulated macrophage efferocytosis,34040168
Resolvin D1,downregulates,interferon gamma,downregulation of interferon gamma expression,34040168
Resolvin E1,downregulates,"RANKL, TNF-α, and IFN-γ","In particular, IL-4, 1L-10, and TGF-β1 activation and downregulation of RANKL, TNF-α, and IFN-γ compared to groups receiving single SPM were shown to be significantly different (Group 3 and 4).",36611915
Maresin 1,downregulates,"RANKL, TNF-α, and IFN-γ","In particular, IL-4, 1L-10, and TGF-β1 activation and downregulation of RANKL, TNF-α, and IFN-γ compared to groups receiving single SPM were shown to be significantly different (Group 3 and 4).",36611915
Resolvin E1,upregulates,insulin sensitivity,"Importantly, upon RvE1 administration to WT obese mice, we discovered upregulated genes in pathways relating to insulin sensitivity",35004828
Resolvin D5,binds,none,"Resolvin D5 (RvD5), 7S,17S-dihydroxy-4Z,8E,10Z,13Z,15E,19Z-docosahexaenoic acid (DHA) is a specialized pro-resolving mediator (SPM) generated in human macrophages.",37717704
Resolvin D5n-3DPA,upregulates,none,DPA supplementation increased the SPM resolvin D5n-3DPA and maresin (MaR)-1,27461565
Resolvin D1,binds,GPR32,"We found cross-talk between two types of G protein-coupled receptors (GPRs), as RvD1 interacts with its receptor GPR32 to block histamine-stimulated H1 receptor increases in intracellular [Ca(2+)] ([Ca(2+)]i) preventing H1 receptor-mediated responses.",23462912
Resolvin D1,binds,H1 receptor,"We found cross-talk between two types of G protein-coupled receptors (GPRs), as RvD1 interacts with its receptor GPR32 to block histamine-stimulated H1 receptor increases in intracellular [Ca(2+)] ([Ca(2+)]i) preventing H1 receptor-mediated responses.",23462912
Resolvin D1,binds,ERK1/2,"In human and rat conjunctival goblet cells, RvD1 and AT-RvD1 each block histamine-stimulated secretion by preventing its increase in [Ca(2+)]i and activation of extracellular regulated-protein kinase (ERK)1/2.",23462912
